Order_id,buyer_id,manufacturer_id,inventoryid_id,seller_id,c_time
1306,Barry1211,831,81306,Davis3497,7/15/2020
1307,Barry212,832,81307,Davis995,9/30/2020
1308,Barry3915,833,81308,Davis3304,10/2/2020
1309,Barry2612,834,81309,Davis963,10/20/2020
1310,Barry1684,835,81310,Davis2471,7/19/2020
1311,Barry3967,836,81311,Davis2924,7/18/2020
1312,Barry2440,837,81312,Davis3336,10/24/2020
1313,Barry248,838,81313,Davis3141,1/22/2021
1314,Barry210,,81314,Davis2559,9/14/2020
1315,Barry3966,839,81315,Davis1293,11/4/2020
1316,Barry2396,,81316,Davis922,3/14/2021
1317,Barry3294,840,81317,Davis2366,3/9/2021
1318,Barry2810,841,81318,Davis3252,5/30/2020
1319,Barry261,,81319,Davis2028,5/10/2021
1320,Barry3415,842,81320,Davis4946,7/13/2020
1321,Barry4973,843,81321,Davis3887,2/20/2021
1322,Barry1724,844,81322,Davis1150,11/8/2020
1323,Barry2975,,81323,Davis4604,5/22/2020
1324,Barry4841,845,81324,Davis3495,2/7/2021
1325,Barry71,,81325,Davis2592,6/25/2020
1326,Barry282,846,81326,Davis4684,8/4/2020
1327,Barry4494,847,81327,Davis1547,8/26/2020
1328,Barry750,848,81328,Davis1699,8/26/2020
1329,Barry2976,,81329,Davis59,10/20/2020
1330,Barry841,849,81330,Davis92,11/23/2020
1331,Barry484,,81331,Davis1675,12/3/2020
1332,Barry3032,850,81332,Davis437,8/19/2020
1333,Barry2770,851,81333,Davis4226,3/28/2021
1334,Barry3266,852,81334,Davis786,4/13/2021
1335,Barry1074,853,81335,Davis4967,2/11/2021
1336,Barry2548,854,81336,Davis1578,9/22/2020
1337,Barry1280,855,81337,Davis1403,7/25/2020
1338,Barry1270,856,81338,Davis1684,6/21/2020
1339,Barry1082,857,81339,Davis2495,12/8/2020
1340,Barry1242,858,81340,Davis939,4/7/2021
1341,Barry3279,,81341,Davis3536,9/12/2020
1342,Barry3848,,81342,Davis2270,10/10/2020
1343,Barry2085,,81343,Davis2620,7/13/2020
1344,Barry4571,859,81344,Davis3777,6/23/2020
1345,Barry1492,860,81345,Davis1739,8/2/2020
1346,Barry1472,861,81346,Davis2589,4/2/2021
1347,Barry3839,862,81347,Davis2828,2/20/2021
1348,Barry4791,,81348,Davis142,4/14/2021
1349,Barry3640,863,81349,Davis4002,4/4/2021
1350,Barry914,864,81350,Davis1,4/24/2021
1351,Barry1174,865,81351,Davis239,3/12/2021
1352,Barry389,866,81352,Davis3391,1/20/2021
1353,Barry1707,,81353,Davis4090,1/9/2021
1354,Barry3097,,81354,Davis1276,9/26/2020
1355,Barry4982,867,81355,Davis303,9/24/2020
1356,Barry326,,81356,Davis4709,4/13/2021
1357,Barry4909,868,81357,Davis2393,1/8/2021
1358,Barry4017,,81358,Davis2863,3/25/2021
1359,Barry4106,869,81359,Davis4942,8/30/2020
1360,Barry3593,870,81360,Davis4420,7/6/2020
1361,Barry3608,,81361,Davis1511,5/8/2021
1362,Barry2393,,81362,Davis720,4/5/2021
1363,Barry2437,871,81363,Davis3147,1/19/2021
1364,Barry3529,,81364,Davis2346,1/1/2021
1365,Barry589,,81365,Davis2957,8/24/2020
1366,Barry2562,872,81366,Davis2706,9/28/2020
1367,Barry2665,873,81367,Davis1461,2/2/2021
1368,Barry2106,874,81368,Davis4970,4/3/2021
1369,Barry1886,,81369,Davis3609,1/6/2021
1370,Barry2248,875,81370,Davis1623,3/27/2021
1371,Barry4953,876,81371,Davis4282,12/9/2020
1372,Barry4356,877,81372,Davis615,12/11/2020
1373,Barry4044,,81373,Davis2487,7/23/2020
1374,Barry4196,878,81374,Davis404,10/13/2020
1375,Barry4717,879,81375,Davis659,12/25/2020
1376,Barry3748,,81376,Davis4780,9/8/2020
1377,Barry696,,81377,Davis3387,11/6/2020
1378,Barry1,880,81378,Davis1788,10/28/2020
1379,Barry2808,881,81379,Davis4474,6/30/2020
1380,Barry2051,,81380,Davis2647,10/26/2020
1381,Barry1293,882,81381,Davis4746,4/4/2021
1382,Barry781,,81382,Davis4412,2/16/2021
1383,Barry4475,,81383,Davis1986,9/27/2020
1384,Barry1058,,81384,Davis4553,7/15/2020
1385,Barry4245,,81385,Davis3681,10/30/2020
1386,Barry4387,883,81386,Davis332,5/28/2020
1387,Barry1551,884,81387,Davis4988,2/26/2021
1388,Barry3846,,81388,Davis2510,4/16/2021
1389,Barry3500,,81389,Davis1914,5/14/2021
1390,Barry1059,885,81390,Davis755,3/8/2021
1391,Barry108,,81391,Davis2297,3/19/2021
1392,Barry2511,886,81392,Davis4740,6/29/2020
1393,Barry1726,887,81393,Davis1537,9/19/2020
1394,Barry3750,888,81394,Davis351,10/29/2020
1395,Barry1509,889,81395,Davis3794,8/1/2020
1396,Barry1016,890,81396,Davis3639,10/2/2020
1397,Barry98,891,81397,Davis1358,1/30/2021
1398,Barry1918,892,81398,Davis2072,2/12/2021
1399,Barry2741,,81399,Davis4592,4/6/2021
1400,Barry4228,893,81400,Davis2655,8/7/2020
1401,Barry1586,894,81401,Davis3424,4/6/2021
1402,Barry1771,895,81402,Davis2729,7/26/2020
1403,Barry2949,896,81403,Davis4050,9/29/2020
1404,Barry1563,897,81404,Davis2508,3/6/2021
1405,Barry2366,898,81405,Davis4747,2/7/2021
1406,Barry1981,,81406,Davis4001,8/14/2020
1407,Barry3247,,81407,Davis1523,3/4/2021
1408,Barry1151,,81408,Davis1923,7/21/2020
1409,Barry701,899,81409,Davis2334,12/9/2020
1410,Barry1614,,81410,Davis2969,6/20/2020
1411,Barry3689,,81411,Davis3051,3/20/2021
1412,Barry1867,,81412,Davis2120,4/14/2021
1413,Barry3251,900,81413,Davis4921,7/1/2020
1414,Barry1698,901,81414,Davis3944,4/14/2021
1415,Barry3907,902,81415,Davis835,2/28/2021
1416,Barry999,903,81416,Davis4575,6/28/2020
1417,Barry4994,904,81417,Davis329,3/24/2021
1418,Barry2267,,81418,Davis1284,2/4/2021
1419,Barry2108,905,81419,Davis36,6/4/2020
1420,Barry3759,,81420,Davis2957,9/18/2020
1421,Barry1969,906,81421,Davis1323,2/18/2021
1422,Barry2016,907,81422,Davis3002,11/27/2020
1423,Barry3257,,81423,Davis1678,10/21/2020
1424,Barry122,908,81424,Davis3648,12/26/2020
1425,Barry4567,909,81425,Davis2036,12/26/2020
1426,Barry1809,910,81426,Davis1942,10/16/2020
1427,Barry1555,,81427,Davis2315,3/18/2021
1428,Barry3560,,81428,Davis1716,2/15/2021
1429,Barry3288,911,81429,Davis1277,10/12/2020
1430,Barry4568,912,81430,Davis2404,12/31/2020
1431,Barry2145,913,81431,Davis273,2/15/2021
1432,Barry1291,914,81432,Davis4839,9/1/2020
1433,Barry4578,915,81433,Davis4501,12/28/2020
1434,Barry574,916,81434,Davis1287,7/30/2020
1435,Barry832,917,81435,Davis1213,1/10/2021
1436,Barry4913,918,81436,Davis4177,3/8/2021
1437,Barry3521,919,81437,Davis3596,10/30/2020
1438,Barry3982,,81438,Davis2770,8/27/2020
1439,Barry3223,,81439,Davis3498,1/21/2021
1440,Barry344,920,81440,Davis688,5/3/2021
1441,Barry3209,921,81441,Davis1762,11/14/2020
1442,Barry2562,922,81442,Davis290,4/29/2021
1443,Barry2388,923,81443,Davis2179,1/16/2021
1444,Barry4275,924,81444,Davis669,1/1/2021
1445,Barry2731,925,81445,Davis2634,8/4/2020
1446,Barry4857,926,81446,Davis2306,3/26/2021
1447,Barry4596,927,81447,Davis4732,6/15/2020
1448,Barry4107,928,81448,Davis2791,6/11/2020
1449,Barry4946,929,81449,Davis4926,1/19/2021
1450,Barry2459,930,81450,Davis315,3/29/2021
1451,Barry3509,931,81451,Davis3825,2/14/2021
1452,Barry3875,932,81452,Davis2891,11/1/2020
1453,Barry3528,,81453,Davis637,7/31/2020
1454,Barry395,933,81454,Davis2911,9/29/2020
1455,Barry4239,934,81455,Davis2719,1/12/2021
1456,Barry1477,,81456,Davis3715,11/11/2020
1457,Barry4868,935,81457,Davis2282,1/20/2021
1458,Barry1264,,81458,Davis3600,1/18/2021
1459,Barry4949,936,81459,Davis258,6/13/2020
1460,Barry3058,937,81460,Davis2948,4/19/2021
1461,Barry6,938,81461,Davis2283,5/9/2021
1462,Barry2868,939,81462,Davis569,12/10/2020
1463,Barry1899,940,81463,Davis1924,8/14/2020
1464,Barry1909,941,81464,Davis4233,11/12/2020
1465,Barry3269,,81465,Davis3930,1/1/2021
1466,Barry3071,942,81466,Davis2889,6/6/2020
1467,Barry1067,943,81467,Davis1488,7/23/2020
1468,Barry3572,944,81468,Davis2284,10/22/2020
1469,Barry602,,81469,Davis1437,4/10/2021
1470,Barry625,,81470,Davis1867,2/26/2021
1471,Barry1667,945,81471,Davis4248,6/30/2020
1472,Barry253,,81472,Davis2163,10/30/2020
1473,Barry4913,946,81473,Davis362,3/23/2021
1474,Barry492,,81474,Davis2368,11/21/2020
1475,Barry1548,947,81475,Davis1567,8/29/2020
1476,Barry4291,948,81476,Davis3843,12/9/2020
1477,Barry636,,81477,Davis1029,5/16/2021
1478,Barry3193,949,81478,Davis4670,12/17/2020
1479,Barry4720,,81479,Davis1837,7/30/2020
1480,Barry805,950,81480,Davis1702,6/22/2020
1481,Barry4564,951,81481,Davis32,10/5/2020
1482,Barry2104,,81482,Davis280,10/10/2020
1483,Barry1636,,81483,Davis780,1/23/2021
1484,Barry4809,952,81484,Davis238,8/14/2020
1485,Barry3388,953,81485,Davis4844,2/22/2021
1486,Barry4844,954,81486,Davis762,1/24/2021
1487,Barry1943,955,81487,Davis4111,9/3/2020
1488,Barry1575,,81488,Davis1951,6/6/2020
1489,Barry4678,956,81489,Davis3864,5/19/2020
1490,Barry1329,957,81490,Davis1809,5/7/2021
1491,Barry1733,958,81491,Davis1326,12/29/2020
1492,Barry220,959,81492,Davis4610,4/2/2021
1493,Barry4381,960,81493,Davis308,2/26/2021
1494,Barry3448,,81494,Davis4567,2/25/2021
1495,Barry2949,961,81495,Davis3706,11/8/2020
1496,Barry2538,962,81496,Davis3431,10/22/2020
1497,Barry4536,,81497,Davis1982,12/11/2020
1498,Barry2860,,81498,Davis813,7/9/2020
1499,Barry3060,,81499,Davis2336,1/31/2021
1500,Barry2488,963,81500,Davis1331,5/18/2020
1501,Barry4650,964,81501,Davis619,3/2/2021
1502,Barry4223,965,81502,Davis4087,5/22/2020
1503,Barry1603,,81503,Davis584,3/4/2021
1504,Barry1870,966,81504,Davis4677,11/20/2020
1505,Barry4902,967,81505,Davis3730,7/19/2020
1506,Barry3709,968,81506,Davis1172,1/26/2021
1507,Barry1436,969,81507,Davis3316,5/17/2021
1508,Barry2623,970,81508,Davis1374,11/29/2020
1509,Barry1415,,81509,Davis4879,8/18/2020
1510,Barry1865,971,81510,Davis3887,3/28/2021
1511,Barry843,972,81511,Davis1827,12/2/2020
1512,Barry1605,973,81512,Davis2576,3/17/2021
1513,Barry3455,,81513,Davis1468,1/29/2021
1514,Barry3279,,81514,Davis2566,11/19/2020
1515,Barry50,,81515,Davis67,10/24/2020
1516,Barry2730,974,81516,Davis1327,2/27/2021
1517,Barry1609,975,81517,Davis2498,1/6/2021
1518,Barry4560,976,81518,Davis4535,11/8/2020
1519,Barry1226,977,81519,Davis2823,10/2/2020
1520,Barry2350,978,81520,Davis1324,12/22/2020
1521,Barry2171,979,81521,Davis4265,4/29/2021
1522,Barry2897,980,81522,Davis4602,2/26/2021
1523,Barry1413,,81523,Davis5000,6/28/2020
1524,Barry3491,981,81524,Davis4030,12/1/2020
1525,Barry621,,81525,Davis3392,10/5/2020
1526,Barry532,,81526,Davis776,8/29/2020
1527,Barry4128,,81527,Davis259,4/1/2021
1528,Barry54,982,81528,Davis3848,3/5/2021
1529,Barry703,983,81529,Davis1265,7/22/2020
1530,Barry45,984,81530,Davis3979,11/10/2020
1531,Barry1370,985,81531,Davis2345,1/21/2021
1532,Barry4689,986,81532,Davis1317,10/17/2020
1533,Barry2955,987,81533,Davis3668,1/16/2021
1534,Barry3851,988,81534,Davis2385,9/10/2020
1535,Barry4219,,81535,Davis963,5/21/2020
1536,Barry4610,989,81536,Davis2266,12/8/2020
1537,Barry3815,,81537,Davis4255,10/16/2020
1538,Barry3492,,81538,Davis4155,2/14/2021
1539,Barry4155,,81539,Davis3408,10/26/2020
1540,Barry2821,,81540,Davis3619,8/1/2020
1541,Barry1005,990,81541,Davis4291,2/18/2021
1542,Barry1600,,81542,Davis2325,2/10/2021
1543,Barry1900,991,81543,Davis4157,3/7/2021
1544,Barry2462,992,81544,Davis353,2/13/2021
1545,Barry324,,81545,Davis70,7/28/2020
1546,Barry1626,,81546,Davis3793,1/4/2021
1547,Barry1104,,81547,Davis2726,9/14/2020
1548,Barry1317,993,81548,Davis4558,10/15/2020
1549,Barry3805,994,81549,Davis3442,12/12/2020
1550,Barry987,,81550,Davis3760,2/11/2021
1551,Barry3246,995,81551,Davis3374,5/7/2021
1552,Barry3362,,81552,Davis3924,8/15/2020
1553,Barry1924,,81553,Davis4073,6/9/2020
1554,Barry3685,996,81554,Davis623,6/1/2020
1555,Barry1712,997,81555,Davis2053,6/15/2020
1556,Barry2089,998,81556,Davis259,11/19/2020
1557,Barry3974,999,81557,Davis52,6/23/2020
1558,Barry858,1000,81558,Davis4032,9/19/2020
1559,Barry1284,1001,81559,Davis880,12/22/2020
1560,Barry2347,1002,81560,Davis3107,7/20/2020
1561,Barry4877,1003,81561,Davis4022,12/16/2020
1562,Barry3358,1004,81562,Davis1885,7/30/2020
1563,Barry1333,1005,81563,Davis2468,6/2/2020
1564,Barry3189,1006,81564,Davis4998,9/11/2020
1565,Barry4136,,81565,Davis462,12/25/2020
1566,Barry1657,1007,81566,Davis2015,11/18/2020
1567,Barry4399,,81567,Davis2089,5/12/2021
1568,Barry3860,1008,81568,Davis4880,10/5/2020
1569,Barry3443,1009,81569,Davis4414,12/26/2020
1570,Barry3952,1010,81570,Davis3701,7/28/2020
1571,Barry835,,81571,Davis2426,12/25/2020
1572,Barry157,1011,81572,Davis2972,10/7/2020
1573,Barry1329,,81573,Davis2980,7/26/2020
1574,Barry353,1012,81574,Davis3729,8/17/2020
1575,Barry4151,1013,81575,Davis2913,12/9/2020
1576,Barry2435,1014,81576,Davis480,6/14/2020
1577,Barry1083,,81577,Davis2873,9/11/2020
1578,Barry3012,1015,81578,Davis4143,3/5/2021
1579,Barry4964,1016,81579,Davis4299,8/31/2020
1580,Barry4601,,81580,Davis4438,8/30/2020
1581,Barry409,1017,81581,Davis1105,11/24/2020
1582,Barry659,,81582,Davis1088,3/19/2021
1583,Barry4513,,81583,Davis4342,6/8/2020
1584,Barry1414,1018,81584,Davis2109,8/30/2020
1585,Barry2467,1019,81585,Davis2770,11/7/2020
1586,Barry3725,1020,81586,Davis4573,2/18/2021
1587,Barry4752,1021,81587,Davis3551,9/17/2020
1588,Barry1398,1022,81588,Davis3071,6/17/2020
1589,Barry1809,1023,81589,Davis106,5/12/2021
1590,Barry4532,,81590,Davis1050,6/30/2020
1591,Barry2304,1024,81591,Davis1150,6/1/2020
1592,Barry3482,1025,81592,Davis4455,6/6/2020
1593,Barry1692,1026,81593,Davis1893,10/25/2020
1594,Barry2920,1027,81594,Davis4882,7/3/2020
1595,Barry1556,,81595,Davis1173,12/30/2020
1596,Barry1736,,81596,Davis4380,3/20/2021
1597,Barry3427,1028,81597,Davis1134,8/8/2020
1598,Barry287,1029,81598,Davis2205,12/21/2020
1599,Barry4710,1030,81599,Davis885,11/3/2020
1600,Barry4579,,81600,Davis4549,3/29/2021
1601,Barry2682,1031,81601,Davis4345,3/8/2021
1602,Barry16,1032,81602,Davis1130,1/6/2021
1603,Barry3284,1033,81603,Davis924,1/13/2021
1604,Barry2945,1034,81604,Davis4588,5/19/2020
1605,Barry491,1035,81605,Davis3311,3/19/2021
1606,Barry1025,1036,81606,Davis4600,4/5/2021
1607,Barry1329,1037,81607,Davis2864,11/27/2020
1608,Barry525,,81608,Davis1047,11/9/2020
1609,Barry1872,1038,81609,Davis714,12/17/2020
1610,Barry2629,,81610,Davis750,10/19/2020
1611,Barry4209,,81611,Davis703,1/7/2021
1612,Barry1292,1039,81612,Davis2504,7/24/2020
1613,Barry1458,1040,81613,Davis4406,4/22/2021
1614,Barry2210,1041,81614,Davis1642,10/16/2020
1615,Barry1593,1042,81615,Davis1967,7/25/2020
1616,Barry1253,1043,81616,Davis4356,11/29/2020
1617,Barry142,1044,81617,Davis2320,5/9/2021
1618,Barry3200,1045,81618,Davis318,11/11/2020
1619,Barry1568,1046,81619,Davis1881,12/29/2020
1620,Barry3677,,81620,Davis2518,5/31/2020
1621,Barry4859,,81621,Davis4584,10/3/2020
1622,Barry885,,81622,Davis2963,6/18/2020
1623,Barry621,1047,81623,Davis4976,2/2/2021
1624,Barry3945,,81624,Davis4525,1/20/2021
1625,Barry3412,1048,81625,Davis615,9/11/2020
1626,Barry1722,,81626,Davis1490,1/2/2021
1627,Barry3946,,81627,Davis3529,11/6/2020
1628,Barry707,,81628,Davis262,3/2/2021
1629,Barry3498,,81629,Davis1597,6/2/2020
1630,Barry136,,81630,Davis4101,6/28/2020
1631,Barry2255,1049,81631,Davis2829,7/18/2020
1632,Barry4972,,81632,Davis2257,4/20/2021
1633,Barry1603,1050,81633,Davis3976,1/15/2021
1634,Barry2356,1051,81634,Davis1689,12/24/2020
1635,Barry585,1052,81635,Davis3280,1/20/2021
1636,Barry1234,,81636,Davis4594,7/6/2020
1637,Barry1649,1053,81637,Davis4164,5/16/2021
1638,Barry1893,1054,81638,Davis1019,12/5/2020
1639,Barry650,1055,81639,Davis3114,3/22/2021
1640,Barry4866,1056,81640,Davis1282,10/10/2020
1641,Barry1890,,81641,Davis1690,6/3/2020
1642,Barry421,1057,81642,Davis577,12/30/2020
1643,Barry4351,1058,81643,Davis1754,11/24/2020
1644,Barry2549,,81644,Davis465,9/12/2020
1645,Barry1506,1059,81645,Davis3863,2/21/2021
1646,Barry1506,1060,81646,Davis264,5/16/2021
1647,Barry3850,1061,81647,Davis1752,11/3/2020
1648,Barry3190,,81648,Davis1961,1/5/2021
1649,Barry2279,1062,81649,Davis2447,11/4/2020
1650,Barry1665,,81650,Davis2678,5/22/2020
1651,Barry105,,81651,Davis3355,11/16/2020
1652,Barry2657,,81652,Davis1778,6/3/2020
1653,Barry2220,1063,81653,Davis4890,9/16/2020
1654,Barry4294,,81654,Davis1479,1/31/2021
1655,Barry1429,1064,81655,Davis3643,3/31/2021
1656,Barry390,1065,81656,Davis1433,7/30/2020
1657,Barry1067,1066,81657,Davis4995,8/13/2020
1658,Barry1969,1067,81658,Davis3265,8/20/2020
1659,Barry4814,1068,81659,Davis1656,1/21/2021
1660,Barry4040,1069,81660,Davis2758,4/3/2021
1661,Barry4929,,81661,Davis2072,2/22/2021
1662,Barry4686,,81662,Davis2913,7/23/2020
1663,Barry1364,1070,81663,Davis4031,8/5/2020
1664,Barry2724,,81664,Davis604,8/30/2020
1665,Barry706,,81665,Davis2227,8/15/2020
1666,Barry775,1071,81666,Davis1947,3/4/2021
1667,Barry351,,81667,Davis3143,4/12/2021
1668,Barry3129,,81668,Davis400,5/17/2021
1669,Barry4312,,81669,Davis3276,8/1/2020
1670,Barry1585,,81670,Davis3089,6/28/2020
1671,Barry1224,1072,81671,Davis3925,10/19/2020
1672,Barry1740,1073,81672,Davis3923,2/5/2021
1673,Barry3395,1074,81673,Davis581,7/11/2020
1674,Barry4635,,81674,Davis172,6/15/2020
1675,Barry624,,81675,Davis4296,4/17/2021
1676,Barry792,1075,81676,Davis2975,8/6/2020
1677,Barry987,,81677,Davis955,6/27/2020
1678,Barry1896,1076,81678,Davis426,10/5/2020
1679,Barry3023,,81679,Davis3121,6/2/2020
1680,Barry3714,1077,81680,Davis2729,1/11/2021
1681,Barry3232,,81681,Davis1717,1/13/2021
1682,Barry2026,1078,81682,Davis4038,3/21/2021
1683,Barry2427,1079,81683,Davis4035,12/30/2020
1684,Barry2911,,81684,Davis2458,2/5/2021
1685,Barry4143,,81685,Davis4134,11/8/2020
1686,Barry4841,1080,81686,Davis1970,1/26/2021
1687,Barry3663,1081,81687,Davis1926,9/20/2020
1688,Barry2929,,81688,Davis2432,5/26/2020
1689,Barry3822,1082,81689,Davis1077,6/29/2020
1690,Barry635,,81690,Davis1103,4/4/2021
1691,Barry4278,,81691,Davis179,7/5/2020
1692,Barry2080,,81692,Davis3738,6/25/2020
1693,Barry1386,,81693,Davis2877,12/2/2020
1694,Barry2393,1083,81694,Davis67,8/18/2020
1695,Barry1318,1084,81695,Davis4627,7/7/2020
1696,Barry1056,1085,81696,Davis4189,11/30/2020
1697,Barry2533,1086,81697,Davis4039,8/27/2020
1698,Barry778,,81698,Davis4089,12/10/2020
1699,Barry188,,81699,Davis1013,3/31/2021
1700,Barry3930,1087,81700,Davis793,12/8/2020
1701,Barry4234,,81701,Davis2317,4/5/2021
1702,Barry2877,1088,81702,Davis3671,3/22/2021
1703,Barry754,1089,81703,Davis4098,5/25/2020
1704,Barry686,1090,81704,Davis3366,10/29/2020
1705,Barry2126,1091,81705,Davis4198,4/8/2021
1706,Barry2601,1092,81706,Davis3983,7/15/2020
1707,Barry2422,1093,81707,Davis3313,4/13/2021
1708,Barry2747,1094,81708,Davis891,12/2/2020
1709,Barry215,1095,81709,Davis2794,8/19/2020
1710,Barry2795,1096,81710,Davis1507,8/9/2020
1711,Barry3063,,81711,Davis1768,2/3/2021
1712,Barry52,,81712,Davis4536,8/5/2020
1713,Barry717,,81713,Davis4234,3/31/2021
1714,Barry2787,1097,81714,Davis580,12/28/2020
1715,Barry4633,1098,81715,Davis148,12/16/2020
1716,Barry2131,1099,81716,Davis2931,4/23/2021
1717,Barry719,1100,81717,Davis3397,11/10/2020
1718,Barry1459,1101,81718,Davis4243,7/8/2020
1719,Barry3444,1102,81719,Davis4362,1/14/2021
1720,Barry3046,1103,81720,Davis4937,12/1/2020
1721,Barry2258,1104,81721,Davis3615,11/25/2020
1722,Barry1994,1105,81722,Davis4309,4/18/2021
1723,Barry3811,1106,81723,Davis3689,10/26/2020
1724,Barry1967,1107,81724,Davis1836,1/6/2021
1725,Barry4815,1108,81725,Davis309,4/9/2021
1726,Barry4859,,81726,Davis4847,8/4/2020
1727,Barry3247,1109,81727,Davis169,1/6/2021
1728,Barry3270,1110,81728,Davis4145,10/8/2020
1729,Barry3902,1111,81729,Davis4450,11/14/2020
1730,Barry2705,1112,81730,Davis3981,6/13/2020
1731,Barry3703,1113,81731,Davis3189,12/22/2020
1732,Barry3991,1114,81732,Davis3356,7/19/2020
1733,Barry2804,1115,81733,Davis940,11/5/2020
1734,Barry1838,,81734,Davis3427,6/19/2020
1735,Barry2871,,81735,Davis4940,10/31/2020
1736,Barry4978,,81736,Davis2303,6/5/2020
1737,Barry4491,,81737,Davis4229,7/1/2020
1738,Barry307,,81738,Davis636,10/27/2020
1739,Barry2557,1116,81739,Davis2457,7/23/2020
1740,Barry4666,1117,81740,Davis2761,3/30/2021
1741,Barry1939,1118,81741,Davis1648,2/25/2021
1742,Barry4049,,81742,Davis2440,8/3/2020
1743,Barry1642,,81743,Davis4833,11/3/2020
1744,Barry2097,1119,81744,Davis2472,10/10/2020
1745,Barry2685,,81745,Davis4217,5/8/2021
1746,Barry3445,1120,81746,Davis577,6/14/2020
1747,Barry418,1121,81747,Davis2742,6/18/2020
1748,Barry4120,1122,81748,Davis4982,11/13/2020
1749,Barry3728,1123,81749,Davis4465,12/27/2020
1750,Barry3128,1124,81750,Davis4307,3/12/2021
1751,Barry1601,1125,81751,Davis4084,1/21/2021
1752,Barry1461,,81752,Davis3330,8/26/2020
1753,Barry2188,1126,81753,Davis3926,3/31/2021
1754,Barry658,,81754,Davis3429,2/24/2021
1755,Barry4434,1127,81755,Davis3356,12/18/2020
1756,Barry4960,,81756,Davis2142,10/29/2020
1757,Barry341,1128,81757,Davis1908,6/29/2020
1758,Barry4224,,81758,Davis3652,6/30/2020
1759,Barry4840,1129,81759,Davis4389,1/10/2021
1760,Barry2856,,81760,Davis637,4/15/2021
1761,Barry1151,1130,81761,Davis181,11/6/2020
1762,Barry2777,,81762,Davis4714,8/18/2020
1763,Barry1370,1131,81763,Davis4726,6/11/2020
1764,Barry1562,,81764,Davis2084,4/16/2021
1765,Barry2768,1132,81765,Davis4991,7/2/2020
1766,Barry2477,1133,81766,Davis2798,11/16/2020
1767,Barry2298,1134,81767,Davis2673,9/15/2020
1768,Barry97,,81768,Davis1260,6/16/2020
1769,Barry3458,1135,81769,Davis524,12/9/2020
1770,Barry213,,81770,Davis1995,4/23/2021
1771,Barry2079,1136,81771,Davis1474,11/9/2020
1772,Barry1514,1137,81772,Davis3619,1/15/2021
1773,Barry1489,1138,81773,Davis3584,11/6/2020
1774,Barry3375,1139,81774,Davis4957,2/4/2021
1775,Barry2594,1140,81775,Davis4153,9/26/2020
1776,Barry2829,1141,81776,Davis1933,4/24/2021
1777,Barry2936,,81777,Davis1015,12/2/2020
1778,Barry4035,1142,81778,Davis2252,6/22/2020
1779,Barry844,1143,81779,Davis4216,9/13/2020
1780,Barry4098,1144,81780,Davis3747,6/3/2020
1781,Barry4242,1145,81781,Davis2313,3/22/2021
1782,Barry4233,1146,81782,Davis917,4/16/2021
1783,Barry3697,1147,81783,Davis640,11/24/2020
1784,Barry4012,1148,81784,Davis296,3/27/2021
1785,Barry2397,1149,81785,Davis1294,8/11/2020
1786,Barry129,1150,81786,Davis3363,7/13/2020
1787,Barry426,,81787,Davis2565,2/25/2021
1788,Barry1543,1151,81788,Davis909,5/6/2021
1789,Barry1670,,81789,Davis3156,3/10/2021
1790,Barry4727,1152,81790,Davis233,11/27/2020
1791,Barry1281,1153,81791,Davis4304,12/2/2020
1792,Barry1917,1154,81792,Davis4713,1/13/2021
1793,Barry4809,,81793,Davis4116,12/1/2020
1794,Barry2205,1155,81794,Davis1094,4/11/2021
1795,Barry3615,,81795,Davis143,8/7/2020
1796,Barry3113,1156,81796,Davis130,10/23/2020
1797,Barry4307,1157,81797,Davis2608,8/31/2020
1798,Barry3918,,81798,Davis4492,12/1/2020
1799,Barry3233,1158,81799,Davis4782,10/9/2020
1800,Barry4340,,81800,Davis497,10/25/2020
1801,Barry883,1159,81801,Davis1537,7/14/2020
1802,Barry4235,1160,81802,Davis4410,6/16/2020
1803,Barry4948,1161,81803,Davis3754,3/4/2021
1804,Barry1816,1162,81804,Davis519,6/14/2020
1805,Barry1451,,81805,Davis2637,3/3/2021
1806,Barry376,1163,81806,Davis1510,4/2/2021
1807,Barry3363,1164,81807,Davis3192,6/12/2020
1808,Barry4991,1165,81808,Davis2714,3/10/2021
1809,Barry2190,,81809,Davis2577,5/31/2020
1810,Barry3165,1166,81810,Davis4398,2/16/2021
1811,Barry1486,1167,81811,Davis528,3/26/2021
1812,Barry2727,1168,81812,Davis546,2/6/2021
1813,Barry3310,1169,81813,Davis1922,5/8/2021
1814,Barry1708,,81814,Davis2073,3/6/2021
1815,Barry1732,,81815,Davis4724,4/2/2021
1816,Barry1209,,81816,Davis2932,11/24/2020
1817,Barry3139,,81817,Davis1671,10/2/2020
1818,Barry1485,,81818,Davis1024,2/13/2021
1819,Barry1502,1170,81819,Davis3229,11/12/2020
1820,Barry3334,1171,81820,Davis2233,4/29/2021
1821,Barry2470,1172,81821,Davis3064,3/18/2021
1822,Barry4028,1173,81822,Davis1961,4/28/2021
1823,Barry3716,,81823,Davis682,7/14/2020
1824,Barry1754,1174,81824,Davis280,8/18/2020
1825,Barry2560,,81825,Davis3466,7/10/2020
1826,Barry4997,1175,81826,Davis4982,3/12/2021
1827,Barry4611,,81827,Davis2459,7/21/2020
1828,Barry2819,1176,81828,Davis4875,12/22/2020
1829,Barry1924,1177,81829,Davis1380,4/8/2021
